x,y,objectid_1,objectid,id,name,telephone,address,address2,city,state,zip,zipp4,county,fips,directions,emergtitle,emergtel,emergext,contdate,conthow,geodate,geohow,hsipthemes,naicscode,naicsdescr,geolinkid,st_vendor,st_version,geoprec,phoneloc,qc_qa,ucaoa_id,longitude,latitude
-81.5994991,28.3417937,781,4781,10421587,FLORIDA HOSPITAL CENTRA CARE - FORMOSA GARDENS,407-397-7032,7848 WEST IRLO BRONSON MEMORIAL HIGHWAY, ,KISSIMMEE,FL,34747,1729,OSCEOLA,12097,"LOCATED ON THE SOUTHWEST SIDE OF WEST IRLO BRONSON MEMORIAL HIGHWAY, BETWEEN FORMOSA GARDENS BOULEVARD AND SILK ROAD.", , , ,2008-01-23T00:00:00.000Z,PHONE,2008-01-24T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23122172,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_1167,-81.59949909160912,28.3417937322958
-80.2518091,26.1050973,782,4782,10421586,US HEALTHWORKS MEDICAL GROUP - PLANTATION,954-474-4403,7676 PETERS ROAD,SUITE C,PLANTATION,FL,33324,4032,BROWARD,12011,LOCATED ON THE S SIDE OF PETERS RD BETWEEN SW 78TH AVE AND SR-817., , , ,2008-01-23T00:00:00.000Z,PHONE,2008-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22901345,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_1165,-80.25180908841804,26.105097284612896
-82.4504376,27.3423973,783,4783,10421548,US HEALTHWORKS MEDICAL GROUP - SARASOTA,941-365-5577,600 NORTH CATTLEMEN ROAD,SUITE 120,SARASOTA,FL,34232,6422,SARASOTA,12115,ON THE SW CORNER OF N CATTLEMEN RD AND COMMERCIAL WAY, , , ,2008-12-31T00:00:00.000Z,PHONE,2009-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",721603322,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1044,-82.45043761430378,27.342397287305857
-80.2519741,26.2261947,784,4784,10423083,US HEALTHWORKS MEDICAL GROUP - TAMARAC,954-722-7186,8290 NORTH UNIVERSITY DRIVE, ,TAMARAC,FL,33321,1710,BROWARD,12011,LOCATED ON THE E SIDE OF N UNIVERSITY DR .08 MILES N OF NW 82ND ST., , , ,2008-01-25T00:00:00.000Z,PHONE,2008-01-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",122639744,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,-80.25197404476569,26.226194662854255
-84.3352129,34.0290232,785,4785,10421618,US HEALTHWORKS MEDICAL GROUP - ROSWELL,770-998-0605,900 HOLCOMB BRIDGE ROAD, ,ROSWELL,GA,30076,1906,FULTON,13121,LOCATED ON THE NORTH CORNER OF THE INTERSECTION OF HOLCOMB BRIDGE RD AND WARSAW RD., , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23225787,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1318,-84.33521281581812,34.02902316888503
-81.4190448,28.3464421,786,4786,10993659,FLORIDA HOSPITAL CENTRA CARE - HUNTERS CREEK,407-847-6771,3293 GREENWALD WAY NORTH, ,KISSIMMEE,FL,34741, ,OSCEOLA,12097,ON SE CORNER OF GREENWALD WAY N AND N JOHN YOUNG PKY, , , ,2009-01-26T00:00:00.000Z,PHONE,2009-01-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",721175371,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-81.4190447631047,28.346442167872624
-85.4316096,40.2183853,787,4787,10421717,US HEALTHWORKS MEDICAL GROUP - MUNCIE,765-288-8800,3911 WEST CLARA LANE, ,MUNCIE,IN,47304,5412,DELAWARE,18035,ON THE S SIDE OF W CLARA LN BETWEEN N LYN-MAR DR LUNSFORD LN., , , ,2009-01-06T00:00:00.000Z,PHONE,2009-01-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125109595,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1635,-85.43160950627305,40.21838526756693
-80.8246893,35.1472,788,4788,10424631,CAROLINAS HEALTHCARE URGENT CARE - MORROCROFT,704-512-6240,4525 CAMERON VALLEY PARKWAY, ,CHARLOTTE,NC,28211,3546,MECKLENBURG,37119,LOCATED ON THE NORTHEAST CORNER OF CAMERON VALLEY PARKWAY AND FAIRVIEW ROAD., , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",28237146,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-80.82468937261581,35.14720006603113
-83.0173477,39.3313676,789,4789,10422043,ADENA URGENT CARE,740-779-4000,55 CENTENNIAL BOULEVARD, ,CHILLICOTHE,OH,45601,1187,ROSS,39141,LOC ON THE W SIDE OF CENTENNIAL BLVD .1 MI S OF WESTERN AVE, , , ,2009-01-29T00:00:00.000Z,PHONE,2009-01-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",115954994,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3008,-83.01734763578412,39.331367512801364
-74.5392605,40.2710739,790,4790,10193977,US HEALTHWORKS MEDICAL GROUP - HIGHTSTOWN,609-443-5555,441 UNITED STATES HIGHWAY 130, ,HIGHTSTOWN,NJ,08520, ,MERCER,34021,LOCATED ON THE EAST SIDE OF UNITED STATES HIGHWAY 130 .10 MILES SOUTHWEST OF THE INTERSECTION OF STOCKTON STREET AND UNITED STATES HIGHWAY 130., , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",125383761,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2595,-74.53926043751852,40.27107391123292
-74.3985976,40.5405406,791,4791,10421943,US HEALTHWORKS MEDICAL GROUP - EDISON,732-248-0088,16 ETHEL ROAD, ,EDISON,NJ,08817,2249,MIDDLESEX,34023,LOCATED ON THE NORTHWEST CORNER OF TALMADGE ROAD AND ETHEL ROAD., , , ,2009-01-14T00:00:00.000Z,PHONE,2009-01-12T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",21826603,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2553,-74.39859751766062,40.54054069869517
-81.453984,28.303348,792,4792,10421559,FLORIDA HOSPITAL CENTRA CARE - KISSIMMEE,407-390-1888,4320 WEST VINE STREET, ,KISSIMMEE,FL,34746,6313,OSCEOLA,12097,"LOCATED ON THE SOUTH SIDE OF WEST VINE STREET, BETWEEN NORTH BASS ROAD AND YATES ROAD.", , , ,2008-01-23T00:00:00.000Z,PHONE,2008-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22413176,NAVTEQ,2006Q4,ONENTITY,YES,TGS,UC_1076,-81.4539840559188,28.303347954045705
-74.1881694,40.666597,793,4793,10196211,US HEALTHWORKS MEDICAL GROUP - ELIZABETH,908-527-6334,606 DOWD AVENUE, ,ELIZABETH,NJ,07201,2119,UNION,34039,S CORNER OF EVANS RD AND DOWD AVE., , , ,2009-02-11T00:00:00.000Z,PHONE,2009-02-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",21811674,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_2605,-74.18816950301948,40.66659697916816
-81.3271368,28.6930008,794,4794,10421595,FLORIDA HOSPITAL CENTRA CARE - LONGWOOD,407-699-8400,855 SOUTH UNITED STATES HIGHWAY 17-92, ,LONGWOOD,FL,32750, ,SEMINOLE,12117,"EAST SIDE OF US-17-92, .09 MI N OF LAKE IRENE ROAD", , , ,2008-01-23T00:00:00.000Z,PHONE,2008-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22911010,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_1190,-81.32713685947783,28.69300084031738
-81.3990407,40.8251023,795,4795,10197260,US HEALTHWORKS MEDICAL GROUP - CANTON,330-453-6050,2626 FULTON DRIVE NORTHWEST, ,CANTON,OH,44718,3504,STARK,39151,BETWEEN BLAKE AVENUE NORTHWEST AND BARR AVENUE NORTHWEST ON SOUTH SIDE OF FULTON DIRVE NORTHWEST., , , ,2005-12-29T00:00:00.000Z,PHONE,2006-10-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23399857,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, ,-81.39904068058229,40.825102288340815
-83.1359808,40.0026576,796,4796,10422040,US HEALTHWORKS MEDICAL GROUP - COLUMBUS WEST,614-850-1476,4821 ROBERTS ROAD, ,COLUMBUS,OH,43228,9496,FRANKLIN,39049,LOCATED ON THE SOUTHEAST CORNER OF THE INTERSECTION OF ROBERTS RD AND ADVANCED BUSINESS CENTER DR., , , ,2009-02-02T00:00:00.000Z,PHONE,2009-02-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",107402166,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3000,-83.13598073492233,40.00265754271231
-82.8684446,39.9547579,797,4797,10422041,US HEALTHWORKS MEDICAL GROUP - COLUMBUS EAST,614-863-5188,4849 EAST MAIN STREET, ,COLUMBUS,OH,43213,3161,FRANKLIN,39049,"LOCATED ON THE SOUTH SIDE OF E MAIN ST, LESS THAN .1 MILE WEST OF THE INTERSECTION OF E MAIN ST AND COUNTRY CLUB RD.", , , ,2009-02-02T00:00:00.000Z,PHONE,2009-02-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",28546106,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3002,-82.86844446723774,39.95475781592137
-77.1594518,40.2233223,798,4798,10422083,US HEALTHWORKS MEDICAL GROUP - CARLISLE,717-245-2411,1124 HARRISBURG PIKE, ,CARLISLE,PA,17013,1617,CUMBERLAND,42041,"LOC ON THE NORTHWEST SIDE OF HARRISBURG PIKE, LESS THAN .1 MILES NORTHEAST OF MAPLE DR.", , , ,2009-02-02T00:00:00.000Z,PHONE,2009-02-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",134823803,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3160,-77.15945192186803,40.223322375628015
-81.3449622,28.755482,799,4799,11241446,NIGHT LITE PEDIATRICS - LAKE MARY,407-585-0568,3801 WEST LAKE MARY BOULEVARD, ,LAKE MARY,FL,32746,6159,SEMINOLE,12117,ON THE S SIDE OF W LAKE MARY BLVD BETWEEN .1 AND .2 MI E OF GREENWOOD BLVD, , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17166914,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-81.34496214998256,28.755482060549525
-80.1143233,26.6523252,800,4800,10993762,CENTRAL PALM BEACH PHYSICIANS,561-967-8888,4623 FOREST HILL BOULEVARD,SUITE 105,WEST PALM BEACH,FL,33415,9120,PALM BEACH,12099,LOC ON THE NORTH SIDE OF FOREST HILL BOULEVARD BETWEEN SOUTH MILITARY TRAIL AND GRANFERN AVENUE., , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22601234,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-80.11432324582046,26.652325256406357
-81.365775,28.556372,801,4801,10193586,NIGHT LITE PEDIATRICS - DOWNTOWN,407-398-6470,844 NORTH THORNTON AVENUE, ,ORLANDO,FL,32803,4003,ORANGE,12095,LOCATED ON THE SOUTHWEST CORNER OF E MARKS ST AND N THORNTON AVE, , , ,2008-12-30T00:00:00.000Z,PHONE,2008-12-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22396778,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1186,-81.3657749181773,28.55637196259687
-84.4823534,38.0722683,802,4802,10467982,NORTH LEXINGTON URGENT TREATMENT CLINIC - BOARDWALK,859-254-5520,1498 BOARDWALK, ,LEXINGTON,KY,40511,1802,FAYETTE,21067,ON THE SOUTHEASTERN CORNER OF THE INTERSECTION OF W NEW CIRCLE ROAD AND BOARDWALK., , , ,2008-03-11T00:00:00.000Z,PHONE,2008-03-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",107066505,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,-84.48235343815998,38.07226819192442
-81.4304348,28.3050454,803,4803,10421537,CENTURY WALK IN MEDICAL CENTER,407-846-4644,2611 WEST VINE STREET, ,KISSIMMEE,FL,34741,3972,OSCEOLA,12097,LOC ON THE NORTH SIDE OF WEST VINE STREET BETWEEN ORANGE BLVD AND PHILLIP ST, , , ,2008-12-30T00:00:00.000Z,PHONE,2008-12-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",134906040,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1014,-81.43043476315313,28.305045289509394
-84.5371797,34.1001338,804,4804,10421604,WELLSTAR URGENT CARE - TOWNE LAKE URGENT CARE,678-494-2500,120 STONEBRIDGE PARKWAY, ,WOODSTOCK,GA,30189,3767,CHEROKEE,13057,"LOC ON THE WEST SIDE OF STONEBRIDGE PKWY, LESS THAN .1 MILES SOUTH OF AVONLEA PL.", , , ,2009-01-07T00:00:00.000Z,PHONE,2009-01-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",118191889,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1237,-84.53717963453187,34.10013372679094
-84.4614261,34.0369273,805,4805,10843401,WELLSTAR URGENT CARE - SHALLOWFORD URGENT CARE,770-977-4547,3600 SANDY PLAINS ROAD NORTHEAST, ,MARIETTA,GA,30066,3020,COBB,13067,LOC ON THE EAST SIDE OF SANDY PLAINS RD NE BETWEEN SHALLOWFORD RD NE AND GORDY PKY NE., , , ,2009-01-06T00:00:00.000Z,PHONE,2009-01-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22923431,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-84.46142600550507,34.03692730315339
-84.0951742,34.0417269,806,4806,10993760,GWINNETT URGENT CARE,770-831-5525,1300 PEACHTREE INDUSTRIAL BOULEVARD,THE PLAZA AT SUWANEE STATION,SUWANEE,GA,30024,1805,GWINNETT,13135,LOCATED ON THE EAST SIDE OF PEACHTREE INDUSTRIAL BLVD NW BETWEEN GRAND VISTA APPR NW AND STATION CENTER BLVD NW, , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23003299,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-84.09517421991364,34.041726948940436
-84.1013186,33.9667971,807,4807,10425607,CHILDRENS HEALTHCARE OF ATLANTA - SATELLITE BOULEVARD IMMEDIATE CARE,404-785-8330,2660 SATELLITE BOULEVARD NORTHWEST, ,DULUTH,GA,30096,5803,GWINNETT,13135,APPROX .28 MILES SOUTHWEST FROM THE INTERSECTION OF BOGGS RD NW AND SATELLITE BLVD NW. LOCATED ON THE SOUTH SIDE OF SATELLITE BLVD NW., , , ,2008-02-01T00:00:00.000Z,PHONE,2008-02-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22702046,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,-84.10131848975584,33.96679709261264
-83.9022154,34.0688323,808,4808,10993793,HAMILTON MEDICAL CENTER URGENT CARE,678-546-9800,3685 BRASELTON HIGHWAY,SUITE 100,DACULA,GA,30019,5920,GWINNETT,13135,LOCATED ON THE SOUTH SIDE OF BRASELTON HWY BETWEEN JIM MOORE RD NE AND PINE RD NE, , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22800639,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-83.90221543259548,34.06883234723591
-84.494106,37.9965081,809,4809,10467981,NORTH LEXINGTON URGENT TREATMENT CLINIC - DOVE RUN,859-269-4668,1055 DOVE RUN ROAD, ,LEXINGTON,KY,40502,3536,FAYETTE,21067,"W OF DOVE RUN RD, BETWEEN MONTAVESTA RD AND COMMODORE DR.", , , ,2008-03-26T00:00:00.000Z,PHONE,2008-03-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",107077044,NAVTEQ,2006Q4,ONENTITY,YES,TGS, ,-84.4941060403608,37.99650802482637
-81.3501923,40.8691551,810,4810,10844500,MERCY HEALTH CENTER - PLAIN,330-494-6480,1811 SCHNEIDER STREET NORTHEAST,GLENOAK HIGH SCHOOL DOOR 6,CANTON,OH,44721,3349,STARK,39151,LOC ON THE N SIDE OF SCHNEIDER ST NE .2 MI W OF HOLLYDALE AVE NE, , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",106612174,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-81.3501922895419,40.86915505716104
-147.7564047,64.8358183,811,1,10193191,FAIRBANKS URGENT CARE CENTER,907-452-2178,1867 AIRPORT WAY,SUITE 130B,FAIRBANKS,AK,99701,4056,FAIRBANKS NORTH STAR,02090,"LOC ON THE SOUTH SIDE OF AIRPORT WAY (SOUTHERNMOST), APPR .1 MILES EAST OF WILBUR ST.", , , ,2009-01-20T00:00:00.000Z,PHONE,2009-01-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",126068639,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_0004,-147.75640464565734,64.83581832805436
-147.7133567,64.838565,812,2,10421243,1ST CARE,907-458-2682,1101 NOBLE STREET, ,FAIRBANKS,AK,99701,4924,FAIRBANKS NORTH STAR,02090,"LOC ON THE EAST SIDE OF NOBLE ST, BETWEEN 11TH AVE & 12TH AVE.", , , ,2009-01-20T00:00:00.000Z,PHONE,2009-01-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124856117,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_0001,-147.71335669925176,64.83856507791694
-117.577696,47.4931251,813,3,10844602,ROCKWOOD - CHENEY MEDICAL CENTER,509-235-6151,19 NORTH 7TH STREET, ,CHENEY,WA,99004,2220,SPOKANE,53063,LOCATED ON THE NORTHEAST CORNER OF N 7TH ST AND ELM ST., , , ,2009-01-23T00:00:00.000Z,PHONE,2009-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",88623090,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-117.57769600166858,47.49312503869049
-117.4157601,47.7396808,814,4,10844607,ROCKWOOD - NORTH CLINIC,509-744-1700,9001 NORTH COUNTRY HOMES BOULEVARD, ,SPOKANE,WA,99218,2072,SPOKANE,53063,LOCATED ON THE NORTHEAST CORNER OF N COUNTRY HOMES BLVD AND N WHITEHOUSE ST., , , ,2009-01-29T00:00:00.000Z,PHONE,2009-01-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",129644171,NAVTEQ,2008Q1,ONENTITY,YES,TGS, ,-117.41576014671284,47.73968073188121
